gene_name,gene_start_pos,cluster,cluster_motifs
RP11-465B22.3,1059734,49,"BHLHE40, MAX, PAX5, ARNT"
RP11-465B22.3,1059734,50,"ELF1, ERG, ETS1, GABPA"
RP11-465B22.3,1059734,51,"ELF1, GABPA"
RP11-465B22.3,1059734,52,"TFAP2C, TFAP2A, TFAP2C, TFAP2A, TFAP2A"
RP11-54O7.18,1062208,53,"CTCF, TP63"
RNF223,1070966,54,"CTCF, MYC"
RNF223,1070966,55,"CREB1, CREM, PAX5, BHLHE40"
RNF223,1070966,56,"TP63, EGR1, POU2F2, ESR1"
RNF223,1070966,57,"HIF1A, ARNT, NR2F1, HNF4A, NR2F2, NR2F6"
C1orf159,1081818,58,"TFAP2C, PBX3, NFYA"
C1orf159,1081818,59,"ESR1, ESRRA"
C1orf159,1081818,60,"ASCL1, ERG, ETV1, ETS1"
C1orf159,1081818,61,"CREB1, CREM, KLF9"
LINC01342,1137017,62,"MYC, MAX"
MIR200B,1167104,63,"BHLHE40, MAX, USF1"
MIR200B,1167104,64,"E2F6, ERG, AR"
MIR200B,1167104,65,"TFAP2C, TFAP2C"
MIR200A,1167863,66,"SNAI2, AR, CTCF, CTCFL"
MIR200A,1167863,67,"MYC, MAX, ETS1, KLF5"
MIR429,1169005,68,"CTCF, CTCFL"
MIR429,1169005,69,"MYC, MAX, ETS1, KLF5"
MIR429,1169005,70,"ZBTB7A, SP1, JUND, ETV4"
RP11-465B22.8,1169357,71,"ZBTB7A, SP1, JUND, ETV4"
TTLL10-AS1,1173056,72,"PAX5, ERG, STAT5B"
TTLL10-AS1,1173056,73,"PAX5, USF1"
TTLL10,1173884,74,"MYC, MAX"
TNFRSF4,1211326,75,"MYC, MAX"
SDF4,1216908,76,"HSF1, CTCF"
B3GALT6,1232265,77,"CDX2, HOXB13, MYC, MAX, AR, FOXA1, FOXA2, GATA2"
B3GALT6,1232265,78,"MXI1, MYC, MAX, SPI1, ELF1, ETS1, ERG, ETV1, ETV4, FLI1, GABPA, NRF1, ESRRA"
B3GALT6,1232265,79,"ZEB1, E2F1"
B3GALT6,1232265,80,"NR2F2, JUND, NFE2L2, PBX2, ATF3, ATF1, MYB"
B3GALT6,1232265,81,"RUNX1, TFDP1, PAX5, E2F4"
B3GALT6,1232265,82,"STAT1, ELF1, NR2C2, ERG, ETV1, ELK1, ETS1, FOXP2, GABPA, IRF2"
B3GALT6,1232265,83,"MEIS2, TFAP2C, TFAP2A, TFAP2C, TFAP2A, XBP1, BHLHE40, USF1, MAX, IRF1, NFYA, FOS, TFAP2A"
FAM132A,1242446,84,"FOXA1, GATA2"
RP5-902P8.10,1275223,85,"RARA, RARA, TCF12, YY1"
RP5-902P8.10,1275223,86,"PBX3, MAFB"
RP5-902P8.10,1275223,87,"RELA, NRF1, CTCF"
RP5-902P8.10,1275223,88,"MYC, MYC, MAX, TFAP2C"
RP5-902P8.10,1275223,89,"KLF4, TFAP2C, AR"
RP5-902P8.10,1275223,90,"MYC, POU2F2"
ACAP3,1292376,91,"FOXA2, GATA2, FOXA1"
ACAP3,1292376,92,"KLF4, KLF1, KLF5"
ACAP3,1292376,93,"NR2F1, NR2F2"
ACAP3,1292376,94,"SNAI2, FOXK2, YY1"
ACAP3,1292376,95,"PAX5, TBP, MYB, CREB1, REST, ZNF143, CTCF, CTCFL, MYC, YY1"
PUSL1,1308567,96,"MXI1, MYC, MNT"
PUSL1,1308567,97,"EBF1, TFAP2C, TFAP2A, TFAP2C, TFAP2C"
PUSL1,1308567,98,"ERG, JUND, JUND"
PUSL1,1308567,99,"E2F1, NFE2"
PUSL1,1308567,100,"ZNF143, MEF2A, SP1"
PUSL1,1308567,101,"AR, BHLHE40"
PUSL1,1308567,102,"HSF1, NFKB1, SPI1, STAT1, ELF1, ERG, ETV1, ETV4, ELK1, FLI1, ETS1, GABPA, ZFX"
PUSL1,1308567,103,"CEBPA, CEBPD, CEBPB, CEBPG"
PUSL1,1308567,104,"REST, MITF"
CPSF3L,1311585,105,"GRHL2, ERG, TP63, ESR1"
CPTP,1324756,106,"E2F4, ATF1, YY1"
CPTP,1324756,107,"TFAP2C, T, ATF3"
CPTP,1324756,108,"RUNX1, JUND, JUN, SP1, MYB, STAT3, ELF1, RBPJ, ERG, ETS1, GABPA"
CPTP,1324756,109,"NFYB, NFYA"
TAS1R3,1331314,110,"TFAP2C, TFAP2C"
TAS1R3,1331314,111,"TFAP2C, JUND, MYC, ELF1"
TAS1R3,1331314,112,"MXI1, MAX, MYOD1"
DVL1,1335276,113,"EGR1, KLF13, SP4, KLF9, SP1"
MXRA8,1352689,114,"TFAP2C, TFAP2C"
AURKAIP1,1373730,115,"AR, NR3C1, NR3C1, AR"
RP4-758J18.2,1399522,116,"JUND, FOS, JUND, MYOD1, JUND, CREM, CREB1, ATF3, ATF1, POU2F2, TAL1"
RP4-758J18.2,1399522,117,"MXI1, MYC, MAX, ELF1, ETV1, ETV4, ELK1, FLI1, ETS1, GABPA, CEBPA, KLF5, KLF4"
RP4-758J18.2,1399522,118,"YY1, SRF"
RP4-758J18.2,1399522,119,"MYC, MAX"
RP4-758J18.2,1399522,120,"TFAP2C, TFAP2A, TFAP2C, TFAP2A"
RP4-758J18.2,1399522,121,"KLF5, SP2, SP1, KLF4, MYC, NFYA, FOS, SOX2, PAX5, ESR1, RARA, PAX5, SP4, NFE2, CREB1, ATF1, IRF1, SRF, NFIC, ESR1, ATF7, FOXP2, FOXK2, NFE2, HIF1A, CREB1, STAT3, RBPJ, CDX2, ZNF143, NFE2L2, BACH1"
MRPL20,1401908,122,"REST, NR2F1, NR2F2, FOXP1, AR"
MRPL20,1401908,123,"HNF4A, HNF4G"
RP4-758J18.13,1409096,124,"FOXA1, FOXA2, GATA2"
RP4-758J18.13,1409096,125,"CREB1, PAX5"
TMEM88B,1426128,126,"NR2F6, NR2F6"
RP4-758J18.10,1430539,127,"TCF7L2, ETS1"
VWA1,1434861,128,"ZEB1, ESR1, ELF1"
VWA1,1434861,129,"TFAP2A, TFAP2C, TFAP2C, TFAP2A"
VWA1,1434861,130,"FOS, NR1H2"
VWA1,1434861,131,"TEAD4, NR2F6, NR2F6, PAX5, POU5F1"
VWA1,1434861,132,"JUND, TCF7L2"
ATAD3B,1471769,133,"E2F7, REST, TFAP2C, ZNF263, RXRA, RFX5, YY1, CREB1, NFYA, MYC, MYCN, MAX, POU2F2, GATA1, NRF1"
ATAD3A,1512151,134,"E2F4, E2F6, ESRRA"
ATAD3A,1512151,135,"HMBOX1, USF1"
ATAD3A,1512151,136,"FOXA1, GATA2, FOXA2"
ATAD3A,1512151,137,"CTCF, ZBTB7A, RXRA"
ATAD3A,1512151,138,"MAFB, MAFF, JUN, JUN, ELF1"
ATAD3A,1512151,139,"CTCF, SPI1, ERG, FLI1, ETS1, GABPA"
ATAD3A,1512151,140,"BCL6, HSF1, RELA, TWIST1, TAL1, MYC, TFAP4, EGR1, TFAP4"
ATAD3A,1512151,141,"YY1, CREB1, NFYA, TCF7L2, MAX, SPI1, NRF1"
SSU72,1541673,142,"CTCF, ZBTB7A"
SSU72,1541673,143,"ESR1, TEAD4"
RP5-832C2.5,1574975,144,"MXI1, MYC, MITF, MAX, BHLHE40, USF1"
RP5-832C2.5,1574975,145,"HMBOX1, FOXK2, AR, HSF1, REST, CTCF, ZNF143, SPI1, ELF1, ZNF384, SPI1"
RP5-832C2.5,1574975,146,"FOXA1, GATA2, FOXA2"
RP5-832C2.5,1574975,147,"KLF9, REST"
RP5-832C2.5,1574975,148,"RUNX1, REST"
RP5-832C2.5,1574975,149,"RELA, ZBTB33, E2F1, E2F6, E2F4, YY1, SPI1, ELF1, SRF, ELK1, FLI1, ETS1, ETV6, ERG, ETV1, ETV4, GABPA"
RP5-832C2.5,1574975,150,"NRF1, KLF9"
RP5-832C2.5,1574975,151,"RFX5, NEUROD1, TAL1, RARA, NFE2L2, NR3C1, ATF3, NFE2, CEBPB, SREBF1, HIF1A, ATF7, CREB1, SRF, CDX2"
RP11-345P4.11,1583510,152,"JUND, JUND, BHLHE22"
FNDC10,1598012,153,"EBF1, SPI1"
FNDC10,1598012,154,"JUND, JUND, FOS, JUN, FOSL1, JUN, JUNB, ATF3"
FNDC10,1598012,155,"ZEB1, SPI1, MYOD1"
FNDC10,1598012,156,"MAX, MYC"
MIB2,1615415,157,"RELA, TAL1, GATA6, ATF7"
MIB2,1615415,158,"KLF13, KLF4, EGR1, NEUROD1, RUNX1, CEBPA"
MIB2,1615415,159,"MXI1, MYC, MAX, BHLHE40, USF1, ZBTB7A"
MIB2,1615415,160,"ELF1, ETV1, ETV4, GABPA, AR, CEBPB"
MIB2,1615415,161,"PBX1, REST"
MIB2,1615415,162,"E2F6, XBP1, CREB1, RFX5, RFX1, SREBF1"
MIB2,1615415,163,"POU5F1, TFAP2C, TFAP2C"
MIB2,1615415,164,"CREM, CREB1, SRF, MYCN, USF1, MAX, MNT, ARNT, CREM, MYC, ATF3, CEBPB, SP1, ATF1, ELK4"
RP11-345P4.10,1659325,165,"TCF12, RARA"
RP11-345P4.10,1659325,166,"FOXK2, E2F6, TFDP1, E2F4, CREB1, TGIF2, ZBTB33, JUND, CEBPB, REST, MYB, RELA, CDX2, GATA3, NR3C1, TCF7L2, YY1"
RP11-345P4.10,1659325,167,"RELA, TCF7, JUN, JUND, JUN, ATF3, JUND, ATF1, KLF9, KLF5, KLF4, NRF1"
SLC35E2B,1659529,168,"E2F1, CREB1, RFX5, GABPA, ZBTB7A, ELK1, ELF1, FLI1, ETS1, SPI1, ERG, ETV1, ETV4, STAT1, NKX3-1, ATF7, PPARG, NR2F6"
SLC35E2B,1659529,169,"AR, TAL1, TAL1, RFX5, GATA4, GATA1, POU2F2"
SLC35E2B,1659529,170,"FOXO1, SPI1"
SLC35E2B,1659529,171,"CTCF, CTCFL, AR, MYCN, MXI1, MYC, NFKB1"
RP11-345P4.6,1671990,172,"TFAP2C, TFAP2C, TFAP2C"
RP11-345P4.6,1671990,173,"RBPJ, TBX21, PAX5, EBF1"
RP1-283E3.4,1724512,174,"E2F4, PPARG, JUN, JUND, NFE2L2, JUN, JUNB, CREB1, ATF3, JUND, SP1, ATF1, PAX6, TCF7L2"
RP1-283E3.4,1724512,175,"MYC, RELA, E2F1"
SLC35E2,1724838,176,"FOXO1, RUNX1, GABPA, ELF3, SPI1, ERG, ETV1, ETV4, TAL1, ELK1, ELF1, FLI1, ETS1, FOXK1, FOXP1, FOXK2, CREB1, RFX5, PDX1, PPARG, NR2F1, YY1, HNF4A, NR2C2, NR2F6, RXRA"
SLC35E2,1724838,177,"AR, GABPA, SPI1, ZBTB33, RFX5, NR1H2, MAFK, CREB1, NR2F2, FOS, FOSL2, POU2F2"
SLC35E2,1724838,178,"SPI1, RARA"
SLC35E2,1724838,179,"NFE2L2, AR, NR3C1, MYC, MYCN"
RP1-140A9.1,1891471,180,"NRF1, MYC, MYCN, MAX, ERG"
RP1-140A9.1,1891471,181,"RUNX1, MAX"
RP1-140A9.1,1891471,182,"HSF1, NFKB1, RELB, MXI1, MYC, MAX, ATF7, NR3C1, CREB1, ESR1, RFX5, AR, E2F1, MYC, ZBTB33, KLF13, NRF1, EGR1, POU2F2, IRF3, MYB, RUNX3, MYCN, MAX, ARID3A"
CALML6,1914827,183,"MAFK, ASCL1"
PRKCZ,2050470,184,"MNT, BHLHE40, USF1, MAX"
PRKCZ,2050470,185,"EBF1, RXRA, ELF1, GABPA"
PRKCZ,2050470,186,"ESR1, TFAP2C, TFAP2C, BHLHE40"
PRKCZ,2050470,187,"RFX5, MYC, MAX, SNAI2, KLF5, SP2, CTCF"
PRKCZ,2050470,188,"TFAP4, YY1, FOS"
PRKCZ,2050470,189,"AR, EGR1"
RP5-892K4.1,2141084,190,"MYCN, USF1, MAX, ATF1, CTCF, CTCFL, NEUROD1, HIF1A, GATA1, MYOD1"
RP5-892K4.1,2141084,191,"CTCF, ZNF143, RFX5"
RP5-892K4.1,2141084,192,"SRF, NR1H2, PBX3"
RP11-181G12.2,2181794,193,"MAFF, FOS, NFATC1, HINFP"
RP11-181G12.4,2212523,194,"ESR1, AR"
SKI,2228695,195,"TFAP4, TCF3, GATA4, RUNX1, RUNX1, YY1, TBX21, SPI1, ELF1, ERG, FLI1, ETS1, GABPA, ELK1, ETV4, FLI1, ETV1, GABPA, TFAP2A, TFAP2C, ERG, EGR1"
SKI,2228695,196,"TP53, PAX5"
SKI,2228695,197,"MXI1, MYCN, MAX, POU5F1, BHLHE40, STAT5B"
SKI,2228695,198,"TEAD4, TEAD1, NFIC"
RP4-713A8.1,2326201,199,"MYC, MAX"
RER1,2391775,200,"TFAP2C, STAT3, STAT1"
RER1,2391775,201,"NFYA, SOX2, CEBPB"
RER1,2391775,202,"JUND, CREB1, CREM, ASCL1, TWIST1, TCF3, BHLHE22, MYOD1, TFAP4, POU2F2, MYC, MAX, RELA, RARA, CREB1"
RER1,2391775,203,"MYB, SRF, ERG, ETV4, FLI1, ETS1, IRF4, GABPA, STAT1, ELF1, ELF3, ERG, FLI1, ETS1, SPIB, GABPA"
PEX10,2403964,204,"NR3C1, AR"
HES5,2528745,205,"ZBTB7A, ELF1"
RP3-395M20.12,2546465,206,"ZNF263, PBX3"
RP3-395M20.12,2546465,207,"JUND, CREB1, CREM, MYC"
RP3-395M20.12,2546465,208,"BHLHE40, USF1, MAX, ATF3"
RP3-395M20.12,2546465,209,"IRF1, YY1, E2F6"
RP3-395M20.12,2546465,210,"TBP, JUND, CREB1, TCF12, ZBTB33"
RP3-395M20.8,2549920,211,"ZFX, CREB1, USF1, EGR1, MAX, SP1"
TNFRSF14,2555639,212,"MAX, YY1, NFE2L2, TEAD4, ETV4, NEUROD1"
FAM213B,2586491,213,"SP1, JUND, CREB1, CREM, SP1, CEBPD, NEUROD1"
FAM213B,2586491,214,"NFE2L2, TCF3, MITF, USF1"
FAM213B,2586491,215,"GATA1, SOX6, GATA2, TEAD4, STAT5A, TAL1, CEBPD"
FAM213B,2586491,216,"TEAD4, NRF1"
FAM213B,2586491,217,"ELF1, REST, E2F6, PAX5"
RP11-740P5.3,2814432,218,"PPARG, USF1"
MIR4251,3127975,219,"FOXA1, GATA2"
RP1-163G9.2,3132927,220,"SPI1, TEAD1, TEAD4"
RP1-163G9.2,3132927,221,"TFAP2C, KLF4, KLF5, GATA1"
RP11-193J6.1,3205988,222,"TFAP2C, TFAP2C"
ARHGEF16,3454426,223,"CUX1, CTCF, MYC, MAX, GABPA, IRF4, IRF2, ZNF143, REST, CTCFL, NR2F1, NR2F2"
ARHGEF16,3454426,224,"TFAP2C, AR, TCF12"
ARHGEF16,3454426,225,"JUND, JUND"
ARHGEF16,3454426,226,"NFIC, RFX5, CTCF, ZNF143, E2F6"
TPRG1L,3625002,227,"TEAD1, TEAD4, HSF1"
TPRG1L,3625002,228,"TFAP2C, ZNF143, RFX1, KLF13, KLF9, KLF5, SP1, SP2, KLF4, CREB1, CEBPD, POU5F1, FOXK1, FOXP2, FOXK2, IRF4, SPI1, IRF2, STAT1, TAL1, ELF1, ELF3, RBPJ, ERG, FLI1, ETS1, GABPA, NRF1, MITF, MYCN, PBX3, MAX, BHLHE40, USF1, PAX5, ARNT, RELA, ELK4, SOX2, YY1, IRF3, NFYA, SRF, TFDP1, MYB"
TPRG1L,3625002,229,"E2F6, E2F4, RBPJ"
TP73,3652520,230,"ARNT, CREM, MXI1, MYC, MAX, E2F4, CTCF, YY1"
RP5-1092A11.2,3712200,231,"ESR1, NR2F1"
RP5-1092A11.2,3712200,232,"TWIST1, TFAP2C, TFAP2C"
RP5-1092A11.2,3712200,233,"MYCN, MAX"
TP73-AS1,3735601,234,"MYC, MAX"
CCDC27,3746460,235,"TAL1, KLF1"
SMIM1,3772788,236,"HNF4G, RXRA, HNF4A"
SMIM1,3772788,237,"NFKB2, EGR1, ZEB1"
SMIM1,3772788,238,"USF2, MXI1, MYCN, MYC, MAX, HIF1A, ARNT, KLF4, ZNF263"
SMIM1,3772788,239,"TFAP2C, TFAP2C"
LRRC47,3778558,240,"MYC, MAX"
CEP104,3812081,241,"NFKB1, CTCF, ZBTB7A"
DFFB,3857267,242,"MYC, SRF, SPI1, ETS1"
DFFB,3857267,243,"KLF9, ERG"
DFFB,3857267,244,"MXI1, MYC, POU5F1, RELA, KLF9, KLF4, KLF5, KLF4, ESR1, NRF1, POU5F1"
LINC01134,3900372,245,"NR2F2, CREB1, CREM"
LINC01134,3900372,246,"VDR, BHLHE22, MYOD1, TFAP4, TCF12, TCF3"
LINC01134,3900372,247,"MXI1, SP1, E2F1, MYC, TP63, TP53"
LINC01134,3900372,248,"CTCFL, AR, RARA, NR2C2, CREB1, NFYB, NFYA, USF2, USF1, MAX, SP1, ZNF740, FOXA1, GATA2, FOXA2, CEBPA, CEBPD, CEBPB, HNF4A, ESRRA, NR2F1, NR2F2"
RP13-614K11.2,3944547,249,"NKX3-1, ASCL1, AR, NR2F6, PDX1, ELF3, ETV4"
RP13-614K11.2,3944547,250,"ZNF143, NR3C1"
RP5-1166F10.1,4412027,251,"ERG, HSF1, AR"
RP5-1166F10.1,4412027,252,"AR, FOXA1, GATA2"
RP1-37J18.2,4571481,253,"CEBPB, CTCF, TFAP2C"
RP3-491M17.1,5554747,254,"CTCF, TCF12, REST, TFAP2C, TFAP2C"
CHD5,6101793,255,"TFAP2C, TFAP2A, TFAP2A, MYC, TCF3"
RPL22,6181269,256,"TFAP2C, TFAP2A, TFAP2A"
RNF207,6205475,257,"CEBPD, GFI1B, NR3C1"
RNF207,6205475,258,"CREB1, NRF1, TCF7L2, YY1, ZBTB7A"
RNF207,6205475,259,"GATA2, TEAD4"
RNF207,6205475,260,"NR2F6, NR2F6, NR2F2"
RNF207,6205475,261,"NR3C1, E2F6"
RNF207,6205475,262,"NFYA, YY1, STAT1, ELF1, E2F6, ETS1, ERG, IRF4, NFE2L2, NR1H2, JUND"
ICMT,6221193,263,"REST, TEAD1, TEAD4, ESR1, KLF4, KLF5"
ICMT,6221193,264,"SNAI2, TFAP2C"
ICMT,6221193,265,"NR1H2, FOS, SMAD3"
LINC00337,6236240,266,"ATF7, ESR1, ESR2, KLF9, KLF5, CREB1"
LINC00337,6236240,267,"POU2F2, TCF7L2"
LINC00337,6236240,268,"MYC, TCF3"
LINC00337,6236240,269,"BHLHE40, FOXP2, REST, ERG"
LINC00337,6236240,270,"AR, CREB3L1, YY1, CTCFL, SP4"
LINC00337,6236240,271,"RELA, NRF1, NR3C1"
LINC00337,6236240,272,"TWIST1, TFAP4, TCF3, REST, ZBTB33, HSF1, E2F6, SP2, E2F6, KLF9, SP1, TFAP2C"
LINC00337,6236240,273,"SPI1, ELF1, GABPA"
GPR153,6247346,274,"MYCN, MAX, GABPA, ELF1, STAT3"
GPR153,6247346,275,"NFYB, NRF1"
GPR153,6247346,276,"REST, GABPA, TFDP1, E2F6, E2F4, KLF4, KLF9"
GPR153,6247346,277,"NFYA, SMAD3, ZEB1, MYC, TCF3, MAX, SP4, ZNF263"
RP1-202O8.3,6393555,278,"ESRRA, ESR1"
RP1-202O8.3,6393555,279,"REST, YY1"
RP1-202O8.3,6393555,280,"ETS1, GABPA, ASCL1, TCF12, SNAI2, PBX3, NFIC, E2F4, BATF, SRF"
RP1-202O8.3,6393555,281,"KLF9, EGR1"
ESPN,6424788,282,"TEAD1, TEAD4"
ESPN,6424788,283,"ZEB1, MYC, POU5F1, BHLHE40, E2F4, E2F6, REST, CTCF, RFX5, ZNF143, CTCFL, REST, NFKB1, ASCL1, MYOD1, TCF12, TCF3"
ESPN,6424788,284,"STAT5B, BCL6, ZBTB7A"
ESPN,6424788,285,"TFAP2C, TFAP2C"
ESPN,6424788,286,"EGR1, MAX"
TNFRSF25,6461151,287,"ZBTB7A, RELA, GABPA"
TNFRSF25,6461151,288,"ERG, JUND"
PLEKHG5,6466092,289,"MAFF, MAFK, FOSL2, NR2F1"
PLEKHG5,6466092,290,"CTCF, CTCF, ZNF143, CTCFL, TFAP4"
PLEKHG5,6466092,291,"MYOD1, ASCL1, MAX"
NOL9,6521347,292,"TFAP2C, TFAP2A"
NOL9,6521347,293,"MYC, MYCN, MXI1, MNT, MAX, MAF, TP63"
NOL9,6521347,294,"JUND, JUND, JUN, FOSL1, JUN"
TAS1R1,6555181,295,"ZEB1, PAX5, AR"
TAS1R1,6555181,296,"MAFK, ZFX, E2F1, TFDP1, E2F4, ZBTB33, SP1, MYOD1, TCF12, TFAP4, SRF, GATA6, MEF2A, NFYA, TCF12, MYC, ELF1, ETV1, ETV4, FLI1, ETS1, ETV6, ERG, GABPA"
TAS1R1,6555181,297,"BCL6, CEBPB, POU5F1, HIF1A"
TAS1R1,6555181,298,"FOXA1, POU2F2"
ZBTB48,6580001,299,"TEAD4, GATA1"
ZBTB48,6580001,300,"MAX, USF1"
ZBTB48,6580001,301,"TFAP2C, NR2C2, NR2F6, HNF4G, NR2F6, HNF4A, NR2F1"
ZBTB48,6580001,302,"ZNF384, ZNF143, NFYA, SOX2, SP1, KLF5, SP2, KLF4"
ZBTB48,6580001,303,"ATF7, CREB1"
KLHL21,6590724,304,"TAL1, STAT1"
PHF13,6613685,305,"CTCF, RUNX3, NFKB1, MXI1, MYC, MYC, MYOD1, TFAP4, FOXA1, POU2F2, GATA2, FOXA2, AR, TP63, FOXP1, CUX1"
PHF13,6613685,306,"YY1, MYB"
PHF13,6613685,307,"TFAP2C, TFAP2C"
PHF13,6613685,308,"EGR1, TCF7L2, AR"
PHF13,6613685,309,"ZBTB33, MYCN, MAX"
PHF13,6613685,310,"SOX2, POU5F1"
PHF13,6613685,311,"TFAP2C, ZNF143, ESR1, KLF1, KLF9, KLF5, SP2, KLF4, TFAP4"
THAP3,6624866,312,"RELA, RUNX3"
THAP3,6624866,313,"NFKB2, RELA"
THAP3,6624866,314,"IRF4, MYC, CREB1, CREM, ATF1, PBX3, TCF7L2"
RP11-242F24.1,6724637,315,"MAX, USF1"
CAMTA1,6785324,316,"MYC, PAX5"
CAMTA1,6785324,317,"MAFK, NFE2L2, PBX1, CREB1, SMAD3, NR2F2, NFE2, FOS, JUND, USF2, ARNT, CEBPD, SRF, GATA3"
CAMTA1,6785324,318,"CTCF, CTCFL, TFAP2C, FLI1, ETS1, ERG, RUNX1"
CAMTA1,6785324,319,"MXI1, MAX, TCF3"
CAMTA1,6785324,320,"ZNF263, MYCN, MAX, E2F4, TFDP1, E2F6, NFKB1"
CAMTA1,6785324,321,"RELA, STAT3, ZNF143, RELB"
CAMTA1,6785324,322,"CREB1, CREM, ATF1, IRF3, XBP1, VDR, ELF3"
CAMTA1,6785324,323,"CTCF, ZNF143, SOX2, ERG"
RNU1-8P,7219360,324,"JUND, ZBTB7A"
RNU1-8P,7219360,325,"FOXA1, FOXA2, GATA2"
CAMTA1-IT1,7368942,326,"CTCF, ASCL1"
RP3-453P22.2,7382487,327,"GATA4, GATA2, GATA1, PRDM1"
RP4-549F15.1,7441096,328,"MITF, USF1, BHLHE40"
VAMP3,7771269,329,"GATA1, SOX6, GATA2, TEAD4, TAL1, CEBPD"
VAMP3,7771269,330,"FOXK2, E2F6, USF1, MAX"
VAMP3,7771269,331,"MXI1, FOXA1, NRF1, E2F4"
VAMP3,7771269,332,"EBF1, ZBTB7A"
